ID	FK_Plant_ID	Unique_Plant_Id	PlantName	OptOutPlant	CapacityOptedOutMW	HoursOperated	PlantIncludedInNERP
33518	33438	DE0043	HKW Buch	No			No
33519	33439	DE0044	FHW Märkisches Viertel	No			No
33520	33440	DE0045	HW Lange Enden	No			No
33521	33441	DE0046	HKW Reuter	No			No
33522	33442	DE0047	HKW Lichterfelde	No			No
33523	33443	DE0048	HKW Adlershof	No			No
33524	33444	DE0049	Energiezentrale Pharma Wedding	No			No
33525	33445	DE0050	HKW Wilmersdorf	No			No
33526	33446	DE0051	IKW Bernburg	No			No
33527	33447	DE0052	KW Bexbach	No			No
33528	33448	DE0053	IKW Papier-Bielefeld	No			No
33529	33449	DE0054	GTKW Bielefeld	No			No
33530	33450	DE0055	GuD Bielefeld	No			No
33531	33451	DE0057	HKW Bielefeld Stadtwerke	No			No
33532	33452	DE0058	HW Sieker	No			No
33533	33453	DE0059	HW Uni-Bielefeld	No			No
33534	33454	DE0060	IKW Bitterfeld GuD	No			No
33535	33455	DE0061	IKW Bitterfeld GWRK	No			No
33536	33456	DE0062	IKW Papier-Blankenstein	No			No
33537	33457	DE0063	IKW Bochum	No			No
33538	33458	DE0064	HKW Bochum	No			No
33539	33459	DE0065	KW Bochum	No			No
33540	33460	DE0067	IKW Chemie Böhlen Pyrolyse	No			No
33541	33461	DE0068	IKW Chemie Böhlen Ethylen	No			No
33542	33462	DE0069	KW Lippendorf	No			No
33543	33463	DE0070	IKW Bomlitz	No			No
33544	33464	DE0071	HKW Bonn Nord	No			No
33545	33465	DE0072	HKW Bonn Süd	No			No
33546	33466	DE0073	HW Bonn-Duisdorf	No			No
33547	33467	DE0074	HW Bottrop Innenstadt	No			No
33548	33468	DE0075	IKW Bottrop	No			No
33549	33469	DE0076	KW Boxberg III	No			No
33550	33470	DE0077	KW Boxberg IV	No			No
33551	33471	DE0078	GuD Kirchmöser	No			No
33552	33472	DE0079	HKW Brandenburg	No			No
33553	33473	DE0080	HKW Braunschweig Mitte	No			No
33554	33474	DE0081	HKW Braunschweig Nord	No			No
33555	33475	DE0082	HW Braunschweig Süd	No			No
33556	33476	DE0083	HW Braunschweig West	No			No
33557	33477	DE0084	IKW Bremen Stahl	No			No
33558	33478	DE0085	IKW Bremen Brauerei	No			No
33559	33479	DE0087	HW Vahr	No			No
33560	33480	DE0088	KW Farge	No			No
33561	33481	DE0089	KW Hastedt 14	No			No
33562	33482	DE0090	KW Hastedt 15	No			No
33563	33483	DE0091	KW Hastedt Spitze	No			No
33564	33484	DE0092	KW HB-Hafen 5	No			No
33565	33485	DE0093	KW HB-Hafen 6	No			No
33566	33486	DE0094	KW Mittelsbüren 3	No			No
33567	33487	DE0095	KW Mittelsbüren 4	No			No
33568	33488	DE0097	HKW HB-Abfall	No			No
33569	33489	DE0098	HKW Bremerhaven-Abfall	No			No
33570	33490	DE0099	IKW Breuberg	No			No
33571	33491	DE0100	GTKW Brunsbüttel	No			No
33572	33492	DE0101	IKW Brunsbüttel	No			No
33573	33493	DE0102	HKW Burg	No			No
33574	33494	DE0103	IKW Chemie Burghausen	No			No
33575	33495	DE0104	IKW Burghausen	No			No
33576	33496	DE0105	IKW Burgkirchen	No			No
33577	33497	DE0106	IKW Chemie Büttel	No			No
33578	33498	DE0107	IKW Castrop-Rauxel	No			No
33579	33499	DE0108	HKW Chemnitz-Nord	No			No
33580	33500	DE0109	HW Altchemnitz	No			No
33581	33501	DE0110	HKW Cottbus	No			No
33582	33502	DE0112	IKW Pharma Darmstadt	No			No
33583	33503	DE0113	HKW Darmstadt	No			No
33584	33504	DE0115	KW Datteln 6/7	No			No
33585	33505	DE0116	KW Delitzsch	No			No
33586	33506	DE0117	HW Dessau	No			No
33587	33507	DE0118	HKW Dessau	No			No
33588	33508	DE0120	IKW Papier Diemelstadt	No			No
33589	33509	DE0122	IKW Dingolfing	No			No
33590	33510	DE0123	HW Dinslaken	No			No
33591	33511	DE0124	KW Dormagen GT1	No			No
33592	33512	DE0125	IKW Papier-Dörpen	No			No
33593	33513	DE0126	KW Dortmund Weißenburgerstraße	No			No
33594	33514	DE0127	KW Gustav Knepper	No			No
33595	33515	DE0128	Erdgasverdichter Dötlingen	No			No
33596	33516	DE0129	HKW Dresden Nord	No			No
33597	33517	DE0130	HKW Dresden Reick	No			No
33598	33518	DE0131	HKW Dresden Brücke	No			No
33599	33519	DE0132	HKW Duisburg 1	No			No
33600	33520	DE0134	HKW Duisburg 3	No			No
33601	33521	DE0135	HKW Duisburg Walsum	No			No
33602	33522	DE0136	HW Duisburg Nord	No			No
33603	33523	DE0137	IKW Duisburg Eisen	No			No
33604	33524	DE0138	IKW Duisburg Chemie	No			No
33605	33525	DE0139	KW Duisburg TKS-Gase	No			No
33606	33526	DE0140	IKW Duisburg Hamborn	No			No
33607	33527	DE0141	IKW Duisburg Ruhrort	No			No
33608	33528	DE0142	IKW Duisburg Huckingen	No			No
33609	33529	DE0143	IKW Düren Zanders	No			No
33610	33530	DE0144	IKW Düren Schoellershammer	No			No
33611	33531	DE0145	HKW Düsseldorf Garath	No			No
33612	33532	DE0146	IKW Auto Düsseldorf	No			No
33613	33533	DE0147	IKW Chemie Düsseldorf	No			No
33614	33534	DE0148	KW Düsseldorf Flingern	No			No
33615	33535	DE0149	KW Lausward	No			No
33616	33536	DE0152	IKW Ehingen	No			No
33617	33537	DE0153	IKW Eilenburg	No			No
33618	33538	DE0154	HKW Eisenach	No			No
33619	33539	DE0155	IKW Eisenhüttenstadt	No			No
33620	33540	DE0156	Erdgasverdichter Eiterfeld	No			No
33621	33541	DE0158	GTKW Elsfleth	No			No
33622	33542	DE0160	IKW Papier-Eltmann I	No			No
33623	33543	DE0164	IKW Emden VW	No			No
33624	33544	DE0166	Erdgasverdichter Emmerich	No			No
33625	33545	DE0167	Erdgasverdichter Emsbüren	No			No
33626	33546	DE0168	KW Ensdorf	No			No
33627	33547	DE0169	HKW Erfurt Iderhoffstraße	No			No
33628	33548	DE0170	HKW Erfurt Ost	No			No
33629	33549	DE0171	HW Erkrath	No			No
33630	33550	DE0172	HKW Erlangen	No			No
33631	33551	DE0173	HW Erlangen	No			No
33632	33552	DE0174	IKW Erlenbach	No			No
33633	33553	DE0176	HW Essen-Innenstadt	No			No
33634	33554	DE0177	HW Essen-Nord	No			No
33635	33555	DE0178	HW Essen-Rüttenscheid	No			No
33636	33556	DE0180	IKW Ettringen Süd	No			No
33637	33557	DE0181	HKW Flensburg	No			No
33638	33558	DE0182	HKW Frankfurt/Oder	No			No
33639	33559	DE0183	HW Frankfurt/Oder Nord	No			No
33640	33560	DE0184	IKW Frankfurt/Main Chemie	No			No
33641	33561	DE0186	IKW Frankfurt/Main Industriepark II	No			No
33642	33562	DE0187	HKW Frankfurt/Main Allerheiligen	No			No
33643	33563	DE0188	HKW Frankfurt/Main Messe	No			No
33644	33564	DE0189	HKW Frankfurt/Main Niederrad	No			No
33645	33565	DE0190	HKW Frankfurt/Main Nordwest	No			No
33646	33566	DE0191	HKW Frankfurt/Main West	No			No
33647	33567	DE0192	IKW Brikett-Wachtberg	No			No
33648	33568	DE0193	HKW Freiberg	No			No
33649	33569	DE0194	HKW Uni-Freiburg	No			No
33650	33570	DE0195	HKW Freiburg	No			No
33651	33571	DE0196	Erdgasverdichter Friedeburg I	No			No
33652	33572	DE0198	IKW Papier-Fulda	No			No
33653	33573	DE0201	IKW Geislingen	No			No
33654	33574	DE0202	HKW Gelsenkirchen Westerholt	No			No
33655	33575	DE0203	HW CONSOL	No			No
33656	33576	DE0204	KW Scholven	No			No
33657	33577	DE0205	GuD Gera	No			No
33658	33578	DE0206	HW Gera	No			No
33659	33579	DE0209	HKW Gießen	No			No
33660	33580	DE0210	HW Zweckel	No			No
33661	33581	DE0211	HKW Glückstadt	No			No
33662	33582	DE0213	HW Göttingen	No			No
33663	33583	DE0214	HKW Greifswald	No			No
33664	33584	DE0216	IKW Grenzach-Wyhlen II	No			No
33665	33585	DE0218	KW Frimmersdorf	No			No
33666	33586	DE0219	KW Neurath	No			No
33667	33587	DE0220	Erdgasspeicher Epe	No			No
33668	33588	DE0221	Erdgasverdichter Epe	No			No
33669	33589	DE0222	IKW Großenkneten	No			No
33670	33590	DE0223	KW Großkayna	No			No
33671	33591	DE0224	KW Staudinger	No			No
33672	33592	DE0225	KW Ingolstadt	No			No
33673	33593	DE0226	Erdgasverdichter Gstadt	No			No
33674	33594	DE0227	HKW Guben	No			No
33675	33595	DE0229	IHKW Gütersloh	No			No
33676	33596	DE0230	IKW Hagen Kabel	No			No
33677	33597	DE0231	HW Halle Dieselstraße	No			No
33678	33598	DE0232	HKW Halle Trotha	No			No
33679	33599	DE0233	IKW HH ADM	No			No
33680	33600	DE0234	IKW HH Airbus	No			No
33681	33601	DE0238	HW Mümmelmannsberg	No			No
33682	33602	DE0240	HKW Tiefstack	No			No
33683	33603	DE0241	HW HH-Hafen	No			No
33684	33604	DE0242	FHW Lohbrügge Nord	No			No
33685	33605	DE0243	IKW Hameln	No			No
33686	33606	DE0244	IKW Hamm	No			No
33687	33607	DE0247	IKW Chemie Hanau-Wolfgang	No			No
33688	33608	DE0248	GuD Hannover Linden	No			No
33689	33609	DE0249	KW Hannover	No			No
33690	33610	DE0250	KW Hannover Herrenhausen	No			No
33691	33611	DE0251	IKW Hannover	No			No
33692	33612	DE0252	KW Hausham	No			No
33693	33613	DE0253	HW Pfaffengrund	No			No
33694	33614	DE0254	KWKK Heidelberg	No			No
33695	33615	DE0255	HW Mitte	No			No
33696	33616	DE0256	IKW Heidenheim	No			No
33697	33617	DE0257	HKW Heilbronn	No			No
33698	33618	DE0259	HKW Heinsberg	No			No
33699	33619	DE0260	IKW Heringen	No			No
33700	33620	DE0261	HKW Herne	No			No
33701	33621	DE0262	KW Shamrock 1-4	No			No
33702	33622	DE0264	IKW Papier-Herzberg	No			No
33703	33623	DE0265	BHKW Holungen	No			No
33704	33624	DE0266	IKW Papier-Hoya	No			No
33705	33625	DE0267	HKW Hückelhoven	No			No
33706	33626	DE0268	KW Goldenberg	No			No
33707	33627	DE0270	IKW Ibbenbüren	No			No
33708	33628	DE0271	KW Ibbenbüren	No			No
33709	33629	DE0272	HKW Ilmenau	No			No
33710	33630	DE0273	IKW Chemie-Ingelheim	No			No
33711	33631	DE0274	IKW Ingolstadt	No			No
33712	33632	DE0275	GuD Jena	No			No
33713	33633	DE0276	IKW Zucker-Jülich	No			No
33714	33634	DE0278	HKW Kaiserslautern	No			No
33715	33635	DE0279	HKW Karlsruhe-West	No			No
33716	33636	DE0280	HW Ahaweg	No			No
33717	33637	DE0281	KW Rheinhafen	No			No
33718	33638	DE0282	IKW Papier Karlsruhe	No			No
33719	33639	DE0283	HKW Kassel Mittelfeld	No			No
33720	33640	DE0284	HW Kassel Losse	No			No
33721	33641	DE0285	HKW Kassel	No			No
33722	33642	DE0286	HW Kassel	No			No
33723	33643	DE0287	IKW Papier-Kehl	No			No
33724	33644	DE0288	IKW Kelheim	No			No
33725	33645	DE0290	Erdgasverdichter Kempen	No			No
33726	33646	DE0291	HKW Kiel Mitte	No			No
33727	33647	DE0292	HKW Kiel Gemeinschaft	No			No
33728	33648	DE0293	HW Kiel Nord	No			No
33729	33649	DE0294	HW Kiel Ost	No			No
33730	33650	DE0295	GTKW Kirchlengern	No			No
33731	33651	DE0296	Erdgasverdichter Kirchlinteln	No			No
33732	33652	DE0297	IKW Klein Wanzleben	No			No
33733	33653	DE0298	Erdgasverdichter Köln	No			No
33734	33654	DE0299	IKW Köln Feuerung	No			No
33735	33655	DE0300	IKW Wesseling Ofen 4	No			No
33736	33656	DE0301	IKW Wesseling Ofen 6	No			No
33737	33657	DE0302	IKW Wesseling GT	No			No
33738	33658	DE0304	HW Köln Deutz	No			No
33739	33659	DE0305	GuD Köln Niehl	No			No
33740	33660	DE0306	HKW Köln Südstadt	No			No
33741	33661	DE0307	HKW Köln Merheim	No			No
33742	33662	DE0308	HKW Köln Merkenich	No			No
33743	33663	DE0309	IKW Köln Cracker IV	No			No
33744	33664	DE0310	IKW Köln Cracker V	No			No
33745	33665	DE0311	IKW Köln KW010	No			No
33746	33666	DE0312	IKW Wesseling KW2	No			No
33747	33667	DE0313	IKW Könnern	No			No
33748	33668	DE0314	IKW Biotech Krefeld	No			No
33749	33669	DE0315	FHW Schwertstraße	No			No
33750	33670	DE0316	IKW Chemie Krefeld Kessel	No			No
33751	33671	DE0318	IKW Chemie Krefeld L57	No			No
33752	33672	DE0319	IKW Chemie Krefeld N230	No			No
33753	33673	DE0320	IKW Papier-Kriebstein	No			No
33754	33674	DE0321	Erdgasverdichter Krummhörn	No			No
33755	33675	DE0322	Erdgasverdichter Krummhörn Rysum	No			No
33756	33676	DE0323	IKW Ladenburg	No			No
33757	33677	DE0324	KW Robert Frank	No			No
33758	33678	DE0325	Erdgasverdichter Lebus	No			No
33759	33679	DE0326	HKW Leipzig	No			No
33760	33680	DE0327	HW Kulkwitz	No			No
33761	33681	DE0328	HW Leipzig Nordost	No			No
33762	33682	DE0329	IKW Zucker-E3-Zeitz	No			No
33763	33683	DE0330	Energiezentrale Papier-Scheufelen	No			No
33764	33684	DE0331	IKW Leuna Abhitze	No			No
33765	33685	DE0332	IKW Leuna Besicherung	No			No
33766	33686	DE0333	IKW Leverkusen G	No			No
33767	33687	DE0334	HW Leverkusen	No			No
33768	33688	DE0335	IKW Leverkusen X	No			No
33769	33689	DE0336	KW Emsland	No			No
33770	33690	DE0338	HW Ludwigsfelde	No			No
33771	33691	DE0339	IKW Chemie Ludwigshafen Ammoniak3	No			No
33772	33692	DE0340	IKW Chemie Ludwigshafen Ammoniak4	No			No
33773	33693	DE0341	IKW Chemie Ludwigshafen Dampf	No			No
33774	33694	DE0342	IKW Chemie Ludwigshafen GT855	No			No
33775	33695	DE0343	IKW Chemie Ludwigshafen Mitte	No			No
33776	33696	DE0344	IKW Chemie Ludwigshafen Nord	No			No
33777	33697	DE0345	IKW Chemie Ludwigshafen GuD800	No			No
33778	33698	DE0346	IKW Chemie Ludwigshafen Cracker I	No			No
33779	33699	DE0347	IKW Chemie Ludwigshafen Cracker II	No			No
33780	33700	DE0348	IKW Chemie Ludwigshafen Styrol	No			No
33781	33701	DE0349	IKW Ludwigshafen MVV	No			No
33782	33702	DE0350	IKW Chemie Ludwigshafen GuD211	No			No
33783	33703	DE0351	HKW Ludwigshafen	No			No
33784	33704	DE0352	KW Lünen	No			No
33785	33705	DE0353	IKW Stickstoff Wittenberg I	No			No
33786	33706	DE0354	IKW Stickstoff Wittenberg II	No			No
33787	33707	DE0355	IKW Wittenberg	No			No
33788	33708	DE0356	HW Magdeburg Mitte	No			No
33789	33709	DE0357	HW Rothensee	No			No
33790	33710	DE0358	HW Mainz-Lerchenberg	No			No
33791	33711	DE0359	HW Uni-Mainz	No			No
33792	33712	DE0360	HKW Mainz	No			No
33793	33713	DE0361	KW Mannheim	No			No
33794	33714	DE0362	HW Nord Luzenberg	No			No
33795	33715	DE0363	HW Vogelstang	No			No
33796	33716	DE0364	IKW Pharma-Mannheim	No			No
33797	33717	DE0365	HKW Mannheim	No			No
33798	33718	DE0366	IKW Papier-Mannheim	No			No
33799	33719	DE0367	HKW Marbach	No			No
33800	33720	DE0369	IKW Chemie Marl I-4	No			No
33801	33721	DE0370	IKW Chemie Marl I-5	No			No
33802	33722	DE0371	IKW Chemie Marl II	No			No
33803	33723	DE0372	IKW Chemie Marl III-1	No			No
33804	33724	DE0373	IKW Chemie Marl III-2	No			No
33805	33725	DE0374	FWKW Marl	No			No
33806	33726	DE0375	IKW Papier-Mayen	No			No
33807	33727	DE0376	KW Mehrum	No			No
33808	33728	DE0377	HKW Meißen	No			No
33809	33729	DE0379	IKW Schkopau	No			No
33810	33730	DE0380	HW Minden	No			No
33811	33731	DE0381	Erdgasverdichter Mittelbrunn I	No			No
33812	33732	DE0382	Erdgasverdichter Mittelbrunn II	No			No
33813	33733	DE0383	HW Moers	No			No
33814	33734	DE0384	IKW Moers	No			No
33815	33735	DE0385	Erdgasverdichter Hügelheim	No			No
33816	33736	DE0387	HW Theresienstraße	No			No
33817	33737	DE0388	HKW Freimann	No			No
33818	33738	DE0389	HKW München-Süd	No			No
33819	33739	DE0390	IKW München-MAN	No			No
33820	33740	DE0393	HW Kathi-Kobus-Straße	No			No
33821	33741	DE0394	HW Koppstraße	No			No
33822	33742	DE0395	HW Gaisbergstraße	No			No
33823	33743	DE0396	HW Perlach	No			No
33824	33744	DE0397	HKW Uni-Münster	No			No
33825	33745	DE0398	HKW Münster Stadtwerke	No			No
33826	33746	DE0399	Dampfkesselanlage Audi	No			No
33827	33747	DE0401	FA Pipeline Dornum	No			No
33828	33748	DE0402	HKW Neubrandenburg	No			No
33829	33749	DE0403	HW Neubrandenburg Nord	No			No
33830	33750	DE0404	HW Neubrandenburg Süd	No			No
33831	33751	DE0405	HKW Neumünster	No			No
33832	33752	DE0406	IKW Neuss	No			No
33833	33753	DE0408	IKW Chemie-Nordenham	No			No
33834	33754	DE0409	IKW Chemie-Nünchritz	No			No
33835	33755	DE0410	BHKW Nürnberg	No			No
33836	33756	DE0411	HKW Nürnberg	No			No
33837	33757	DE0412	HW Muggenhof	No			No
33838	33758	DE0413	HW Maxfeld	No			No
33839	33759	DE0414	HW Langwasser	No			No
33840	33760	DE0416	KW Franken	No			No
33841	33761	DE0417	HKW Oberhausen Danziger	No			No
33842	33762	DE0418	HKW Oberhausen Friedrich	No			No
33843	33763	DE0419	IKW Oberhausen	No			No
33844	33764	DE0421	IKW Zucker-Obrigheim	No			No
33845	33765	DE0422	IKW Zucker-Offenau	No			No
33846	33766	DE0424	HKW Offenbach	No			No
33847	33767	DE0425	Erdgasverdichter Olbernhau	No			No
33848	33768	DE0426	KW Oldendorf	No			No
33849	33769	DE0427	IKW Osnabrück	No			No
33850	33770	DE0428	IKW Papier-Osnabrück	No			No
33851	33771	DE0429	KW Osterrönfeld Audorf	No			No
33852	33772	DE042a	HKW Rudow I	No			No
33853	33773	DE042b	HKW Rudow II	No			No
33854	33774	DE0430	IKW Paderborn	No			No
33855	33775	DE0432	KW Heyden	No			No
33856	33776	DE0433	HKW Pforzheim	No			No
33857	33777	DE0434	IKW Philippsthal	No			No
33858	33778	DE0436	IKW Papier-Plattling	No			No
33859	33779	DE0437	IKW Zucker-Plattling	No			No
33860	33780	DE0438	HW Plauen	No			No
33861	33781	DE0439	IKW Chemie Poppendorf	No			No
33862	33782	DE0440	KW Porta Westfalica	No			No
33863	33783	DE0441	HKW Potsdam 3	No			No
33864	33784	DE0442	HKW Potsdam 4	No			No
33865	33785	DE0443	HKW Potsdam 5	No			No
33866	33786	DE0444	HKW Potsdam 1	No			No
33867	33787	DE0445	HKW Potsdam 2	No			No
33868	33788	DE0447	KW Quierschied Weiher	No			No
33869	33789	DE0448	Erdgasverdichter Raguhn	No			No
33870	33790	DE0450	Energiezentrale Rastatt	No			No
33871	33791	DE0452	IKW Raubling	No			No
33872	33792	DE0453	HW Recklinghausen	No			No
33873	33793	DE0454	IKW Regensburg	No			No
33874	33794	DE0455	Erdgasverdichter Rehden	No			No
33875	33795	DE0456	IKW Chemie Rheinberg	No			No
33876	33796	DE0457	IKW Rheinfelden	No			No
33877	33797	DE0458	Erdgasverdichter Schwarzach	No			No
33878	33798	DE0460	Erdgasverdichter Rimpar I	No			No
33879	33799	DE0461	Erdgasverdichter Rimpar II	No			No
33880	33800	DE0462	HKW Rosenheim	No			No
33881	33801	DE0463	HKW Marienehe	No			No
33882	33802	DE0464	KW Rostock	No			No
33883	33803	DE0465	Erdgasverdichter Röthenbach	No			No
33884	33804	DE0466	Erdgasverdichter Rückersdorf	No			No
33885	33805	DE0467	HKW Rudolstadt	No			No
33886	33806	DE0468	IKW Rüsselsheim I	No			No
33887	33807	DE0469	IKW Rüsselsheim II	No			No
33888	33808	DE0470	IKW Rüsselsheim III	No			No
33889	33809	DE0471	HKW Römerbrücke	No			No
33890	33810	DE0472	IKW Salzbergen	No			No
33891	33811	DE0473	IKW Stahl-Salzgitter	No			No
33892	33812	DE0474	IKW Salzgitter VW	No			No
33893	33813	DE0475	Erdgasverdichter Schechen	No			No
33894	33814	DE0476	Erdgasverdichter Scheidt	No			No
33895	33815	DE0477	KW Schkopau	No			No
33896	33816	DE0478	IKW Papier Schongau	No			No
33897	33817	DE0479	KW Buschhaus	No			No
33898	33818	DE0480	IKW Chemie Schwarzheide	No			No
33899	33819	DE0481	HW Schwedt	No			No
33900	33820	DE0482	IKW Raff Schwedt KW	No			No
33901	33821	DE0484	HW Schweinfurt	No			No
33902	33822	DE0485	HKW Schweinfurt	No			No
33903	33823	DE0486	HKW Schwerin Süd	No			No
33904	33824	DE0487	HKW Lankow	No			No
33905	33825	DE0488	HW Lankow	No			No
33906	33826	DE0489	HW Schwerin Süd	No			No
33907	33827	DE0490	HKW Sindelfingen	No			No
33908	33828	DE0493	KW Schwarze Pumpe	No			No
33909	33829	DE0494	IKW Alu-Stade	No			No
33910	33830	DE0495	IKW Chemie-E-Stade	No			No
33911	33831	DE0496	IKW Staßfurt	No			No
33912	33832	DE0497	FA Dampf Steyerberg	No			No
33913	33833	DE0498	IKW Stockstadt	No			No
33914	33834	DE0499	Erdgasverdichter Stolberg	No			No
33915	33835	DE0500	HW Strausberg Nord	No			No
33916	33836	DE0502	HKW Stuttgart-Gaisburg	No			No
33917	33837	DE0503	HKW Stuttgart-Münster	No			No
33918	33838	DE0504	HKW Pfaffenwald	No			No
33919	33839	DE0506	HKW Suhl Bohrhügel	No			No
33920	33840	DE0508	Erdgasverdichter Teutschenthal	No			No
33921	33841	DE0509	GTKW Trebbin	No			No
33922	33842	DE0511	IKW Uetersen	No			No
33923	33843	DE0512	HKW Ulm	No			No
33924	33844	DE0513	HW Daimlerstraße	No			No
33925	33845	DE0514	HW Uni-Ulm	No			No
33926	33846	DE0515	IKW Bergbau-Unterbreizbach	No			No
33927	33847	DE0516	HKW Unterföhring	No			No
33928	33848	DE0517	IKW Papier-Varel	No			No
33929	33849	DE0518	Erdgasverdichter Velen	No			No
33930	33850	DE0522	KW Voerde GKW West	No			No
33931	33851	DE0523	KW Voerde AB	No			No
33932	33852	DE0524	KW Irsching	No			No
33933	33853	DE0525	HKW Fenne	No			No
33934	33854	DE0526	KW Völklingen	No			No
33935	33855	DE0527	IKW Wählitz	No			No
33936	33856	DE0528	Erdgasverdichter Waidhaus I	No			No
33937	33857	DE0529	Erdgasverdichter Waidhaus II	No			No
33938	33858	DE0531	KW Walheim	No			No
33939	33859	DE0532	GT Waltenhofen	No			No
33940	33860	DE0533	Erdgasverdichter Wardenburg	No			No
33941	33861	DE0535	HKW Wedel GT	No			No
33942	33862	DE0536	HKW Wedel	No			No
33943	33863	DE0538	Erdgasverdichter Weiden	No			No
33944	33864	DE0539	IKW Weinheim	No			No
33945	33865	DE0540	IKW Papier-Weißenborn	No			No
33946	33866	DE0541	KW Werdohl-Elverlingsen	No			No
33947	33867	DE0542	IKW Werne F	No			No
33948	33868	DE0543	IKW Werne G	No			No
33949	33869	DE0544	IKW Werne H	No			No
33950	33870	DE0545	IKW Werne I	No			No
33951	33871	DE0546	Erdgasverdichter Werne	No			No
33952	33872	DE0548	IKW Chemie Wesseling	No			No
33953	33873	DE0549	IKW Chemie-Wiesbaden	No			No
33954	33874	DE0550	GTKW Wilhelmshaven	No			No
33955	33875	DE0551	KW Wilhelmshaven Süd	No			No
33956	33876	DE0552	IKW Chemie-Wilhelmshaven	No			No
33957	33877	DE0553	IKW Papier-Witzenhausen	No			No
33958	33878	DE0554	GuD Wolfen	No			No
33959	33879	DE0556	IKW Wolfsburg Nord/Süd	No			No
33960	33880	DE0557	IKW Wolfsburg West	No			No
33961	33881	DE0558	IKW Papier-Wolpertswende	No			No
33962	33882	DE0559	IKW Worms	No			No
33963	33883	DE0560	IKW PKW-Wörth	No			No
33964	33884	DE0561	IKW Papier-Wörth	No			No
33965	33885	DE0562	IKW Sigmundshall	No			No
33966	33886	DE0564	HKW Barmen	No			No
33967	33887	DE0565	HKW Elberfeld	No			No
33968	33888	DE0566	HW Unterbarmen	No			No
33969	33889	DE0567	HW Viehhof	No			No
33970	33890	DE0568	HKW Würzburg	No			No
33971	33891	DE0569	IKW Zucker-E1-Zeitz	No			No
33972	33892	DE0570	IKW Zielitz	No			No
33973	33893	DE0571	KW Zolling	No			No
33974	33894	DE0572	IKW Zülpich 1	No			No
33975	33895	DE0574	HW Zwickau Süd	No			No
33976	33896	DE0575	IKW PKW-Zwickau	No			No
33977	33897	DE0576	IKW Schwedt	No			No
33978	33898	DE0577	GT Kreuznach	No			No
33979	33899	DE0578	GuD Halle Dieselstraße	No			No
33980	33900	DE0579	GuD Papier-Wörth	No			No
33981	33901	DE0580	Erdgasverdichter Salzuflen	No			No
33982	33902	DE0581	GT Herdecke	No			No
33983	33903	DE0582	Erdgasverdichter Ichtershausen	No			No
33984	33904	DE0583	Erdgasverdichter Emstek	No			No
33985	33905	DE0584	IKW Pharma-Biberach	No			No
33986	33906	DE0585	Holzkraftwerk Eberswalde	No			No
33987	33907	DE0587	Modellkraftwerk Völklingen	No			No
33988	33908	DE0588	GuD Saarbrücken	No			No
33989	33909	DE0589	GT Südraum Saarbrücken	No			No
33990	33910	DE0590	GuD Hürth I	No			No
33991	33911	DE0591	IKW Zülpich 2	No			No
33992	33912	DE0592	GuD Hamm	No			No
33993	33913	DE0593	IKW Papier-Eltmann II	No			No
33994	33914	DE0595	KW Dormagen GT2	No			No
33995	33915	DE0596	KW Dormagen GuD	No			No
33996	33916	DE0598	BHKW Wittenberg	No			No
33997	33917	DE0599	GuD Plattling	No			No
33998	33918	DE0600	Erdgasverdichter Gernsheim	No			No
33999	33919	DE0601	GT Nortrup	No			No
34000	33920	DE0602	HW Dillingen	No			No
34001	33921	DE0604	GuD Papier-Plattling	No			No
34002	33922	DE0605	HW Flensburg Süd	No			No
34003	33923	DE0606	HW Flenburg Engelsby	No			No
34004	33924	DE0607	HW Flensburg Nord	No			No
34005	33925	DE0608	KW Dillingen	No			No
34006	33926	DE0609	HKW Hannover Linden	No			No
34007	33927	DE0610	IKW Stärke Emlichheim	No			No
34008	33928	DE0612	GuD Braunschweig Mitte	No			No
34009	33929	DE0613	GuD Chemie-Stade	No			No
34010	33930	DE0614	IKW Schokolade-Stadtallendorf	No			No
34011	33931	DE0615	IKW Chemie Ludwigshafen Wasserstoff	No			No
34012	33932	DE0618	Gasanlandung Lubmin	No			No
34013	33933	DE0619	IKW ZUSATZ Wittenberg	No			No
34014	33934	DE0620	HW Kempen	No			No
34015	33935	DE0622	KW Niederaußem Block C	No			No
34016	33936	DE0623	KW Niederaußem Block D	No			No
34017	33937	DE0624	KW Niederaußem Block E	No			No
34018	33938	DE0625	KW Niederaußem Block F	No			No
34019	33939	DE0626	KW Niederaußem Block G	No			No
34020	33940	DE0627	KW Niederaußem Block H	No			No
34021	33941	DE0628	KW Niederaußem Block K	No			No
34022	33942	DE0630	KW Weisweiler E	No			No
34023	33943	DE0631	KW Weisweiler F	No			No
34024	33944	DE0632	KW Weisweiler G	No			No
34025	33945	DE0633	KW Weisweiler H	No			No
34026	33946	DE0634	KW Weisweiler VGT	No			No
34027	33947	DE0662	KW Lünen Stummhafen	No			No
34028	33948	DE0663	HW Broich	No			No
34029	33949	DE0670	Erdgasspeicher Etzel	No			No
34030	33950	DE0745	KW Jänschwalde Block A	No			No
34031	33951	DE0746	KW Jänschwalde Block B	No			No
34032	33952	DE0747	KW Jänschwalde Block C	No			No
34033	33953	DE0748	KW Jänschwalde Block D	No			No
34034	33954	DE0749	KW Jänschwalde Block E	No			No
34035	33955	DE0750	KW Jänschwalde Block F	No			No
